id,length_ft,NumTowers,WetRad_ft,Degrees,Comment,CountyName,Long,Lat,MapYear
5183,1000,5,1000,230,,Lexington,-81.30962902,33.74840579,2022
5185,425,3,425,360,,Lexington,-81.37175692,33.87035376,2022
5186,900,5,900,360,,Lexington,-81.36071355,33.86703804,2022
5187,570,3,570,180,,Lexington,-81.363733,33.86724697,2022
5188,680,5,680,180,,Lexington,-81.32615525,33.82962505,2022
5189,670,4,670,240,,Lexington,-81.23518403,33.76154635,2022
5190,810,5,810,360,,Lexington,-81.19694038,33.75690909,2022
5191,800,5,800,360,,Lexington,-81.20972232,33.75563725,2022
5191,810,5,810,180,,Lexington,-81.32150699,33.80880214,2022
5192,570,4,570,180,,Lexington,-81.32498619,33.8062355,2022
5193,670,5,670,180,,Lexington,-81.3255679,33.80427758,2022
5194,750,4,750,250,,Lexington,-81.32039143,33.80343628,2022
5195,740,4,740,360,,Lexington,-81.31805724,33.80563895,2022
5196,480,3,480,180,,Lexington,-81.31397791,33.78539361,2022
5197,330,2,330,360,,Lexington,-81.29796068,33.77334725,2022
5198,300,2,300,360,,Lexington,-81.29673099,33.77171298,2022
5199,445,3,445,360,,Lexington,-81.21633373,33.7486081,2022
5200,570,3,570,360,,Lexington,-81.20675211,33.76179963,2022
5201,1195,6,1195,180,,Lexington,-81.18558418,33.72071692,2022
5202,710,4,710,200,,Lexington,-81.26132317,33.7242308,2022
5203,406,2,406,360,,Lexington,-81.26085652,33.71990848,2022
5204,800,5,800,280,,Lexington,-81.11528878,33.70438974,2022
5205,1125,6,1125,180,,Lexington,-81.10730686,33.70878652,2022
5206,1900,11,1900,180,,Lexington,-81.14490273,33.72673066,2022
5207,700,4,700,180,,Lexington,-81.3734528,33.76901737,2022
5208,575,4,575,200,,Lexington,-81.37203412,33.76911531,2022
5209,565,4,565,210,,Lexington,-81.37239738,33.77106383,2022
5210,690,4,690,360,,Lexington,-81.37417932,33.77423849,2022
5211,1180,6,1180,180,,Lexington,-81.36391965,33.78416571,2022
5212,750,4,750,360,,Lexington,-81.3690593,33.75075623,2022
5213,645,3,645,180,,Lexington,-81.36681592,33.75398063,2022
5214,1200,8,1200,360,,Lexington,-81.23833444,33.79786424,2022
5215,1085,7,1085,330,,Lexington,-81.23574252,33.8030367,2022
5216,1010,6,1010,300,,Lexington,-81.16814527,33.7652038,2022
5655,1405,8,1405,180,,Lexington,-81.10083418,33.78451018,2022
5656,910,5,910,360,,Lexington,-81.10201462,33.79076239,2022
409,1039,5,1076,360,,Marion,-79.34916234,34.24928375,2022
410,1154,6,1186,360,,Marion,-79.3538185,34.25478046,2022
411,1152,6,1152,360,,Marion,-79.35928719,34.26049589,2022
412,1019,5,1059,360,,Marion,-79.36461758,34.2557914,2022
413,1028,5,1065,360,,Marion,-79.35968481,34.25048053,2022
414,1137,6,1137,180,,Marion,-79.34705899,34.2434044,2022
415,1011,5,1045,180,,Marion,-79.35478085,34.24529556,2022
416,800,4,841,360,,Marion,-79.3431923,34.22941593,2022
417,1015,5,1112,360,,Marion,-79.33856783,34.22528504,2022
418,1131,6,1179,360,,Marion,-79.33300549,34.22103602,2022
419,907,5,974,360,,Marion,-79.32690724,34.21784465,2022
420,1359,7,1401,180,,Marion,-79.31830875,34.22061254,2022
421,1498,7,1551,360,,Marion,-79.29050399,34.19044283,2022
422,1485,7,1553,360,,Marion,-79.2810718,34.18633578,2022
423,754,6,771,360,,Marion,-79.31806758,34.15408444,2022
424,600,4,683,360,,Marion,-79.31116977,34.15884539,2022
425,1115,6,1162,180,,Marion,-79.30829655,34.16068504,2022
426,972,6,972,180,,Marion,-79.30633612,34.15222749,2022
427,910,5,936,360,,Marion,-79.33162896,34.12610987,2022
428,1112,6,1130,360,,Marion,-79.32652907,34.12483619,2022
429,612,4,700,360,,Marion,-79.36757451,34.11598432,2022
430,1424,7,1488,180,,Marion,-79.33280452,34.0695451,2022
508,739,5,819,360,,Marion,-79.29241242,34.25058413,2022
5556,1040,5,1040,360,,Marion,-79.29916039,34.24849764,2022
5557,660,4,660,270,,Marion,-79.37117582,34.1139994,2022
5558,535,3,535,240,,Marion,-79.36875872,34.11001511,2022
5559,1065,7,1065,360,,Marion,-79.32930139,34.16944677,2022
5560,1620,9,1620,360,,Marion,-79.34400045,33.88388102,2022
5561,770,4,770,240,,Marion,-79.3499897,33.88394034,2022
5562,850,4,850,360,,Marion,-79.35568664,33.88368149,2022
5563,1105,5,1105,240,,Marion,-79.33823206,33.87826162,2022
5564,1260,6,1260,220,,Marion,-79.33792269,34.14267486,2022
5565,660,3,660,180,,Marion,-79.47882558,34.28788306,2022
5566,840,4,840,360,,Marion,-79.47592737,34.28858418,2022
510,1378,8,1378,180,,Marlboro,-79.89460013,34.78020591,2022
511,1379,8,1379,180,,Marlboro,-79.89084853,34.77734441,2022
512,1100,6,1136,200,,Marlboro,-79.47991297,34.59829669,2022
513,918,5,938,190,,Marlboro,-79.6531731,34.59474469,2022
514,723,4,748,360,,Marlboro,-79.62685423,34.59840864,2022
515,927,5,946,360,,Marlboro,-79.62183156,34.60246706,2022
516,1022,6,1049,360,,Marlboro,-79.70984925,34.58374429,2022
517,1023,5,1023,250,,Marlboro,-79.68980007,34.5553874,2022
517,1015,5,1035,360,,Marlboro,-79.69110286,34.55274326,2022
518,1212,6,1244,360,,Marlboro,-79.65679307,34.51680976,2022
519,645,4,645,360,,Marlboro,-79.62948304,34.50856278,2022
520,727,4,747,360,,Marlboro,-79.6252556,34.50401349,2022
521,643,4,652,360,,Marlboro,-79.6307508,34.50436301,2022
522,743,4,783,360,,Marlboro,-79.63052952,34.4980753,2022
523,1099,6,1131,180,,Marlboro,-79.62779806,34.49873448,2022
524,728,4,749,360,,Marlboro,-79.62144999,34.50018772,2022
525,877,5,890,360,,Marlboro,-79.61885683,34.49563417,2022
526,1245,7,1279,360,,Marlboro,-79.66450341,34.46763494,2022
527,1166,7,1203,360,,Marlboro,-79.66611462,34.46378659,2022
528,1503,8,1557,180,,Marlboro,-79.68979192,34.46843309,2022
529,1414,8,1508,180,,Marlboro,-79.69028981,34.46815944,2022
530,1025,5,1106,230,,Marlboro,-79.63368972,34.42751788,2022
5589,770,4,770,360,,Marlboro,-79.52231279,34.52806411,2022
5590,615,3,615,360,,Marlboro,-79.52095163,34.53292018,2022
5591,1060,6,1060,360,,Marlboro,-79.52689807,34.53428857,2022
5592,1210,6,1210,270,,Marlboro,-79.52993763,34.51874556,2022
5593,765,4,765,360,,Marlboro,-79.55908446,34.5692153,2022
5594,985,5,985,300,,Marlboro,-79.55396278,34.56666963,2022
5595,1300,7,1300,320,,Marlboro,-79.58723349,34.56418799,2022
5596,430,2,430,360,,Marlboro,-79.58854563,34.5704335,2022
5597,1200,6,1200,210,,Marlboro,-79.58800635,34.58856417,2022
5598,825,6,825,360,,Marlboro,-79.58227331,34.59353778,2022
5599,870,5,870,360,,Marlboro,-79.62329574,34.5082045,2022
5600,820,4,820,360,,Marlboro,-79.62441466,34.52693321,2022
5601,1470,7,1470,360,,Marlboro,-79.64559925,34.60753114,2022
5602,970,5,970,325,,Marlboro,-79.6525262,34.60332507,2022
5603,930,5,930,360,,Marlboro,-79.64513495,34.5371987,2022
5604,1015,5,1015,360,,Marlboro,-79.63973066,34.53406288,2022
5605,950,5,950,260,,Marlboro,-79.64094764,34.52136161,2022
5606,710,4,710,360,,Marlboro,-79.63473587,34.50834234,2022
5607,1250,6,1250,360,,Marlboro,-79.6629916,34.52113351,2022
5608,1245,6,1245,360,,Marlboro,-79.65623768,34.52501586,2022
5609,560,3,560,360,,Marlboro,-79.66152374,34.71981736,2022
5610,610,3,610,360,,Marlboro,-79.66036155,34.71707008,2022
5611,1055,5,1055,360,,Marlboro,-79.7017012,34.56593821,2022
5612,650,4,650,360,,Marlboro,-79.71911951,34.60307583,2022
5613,640,4,640,360,,Marlboro,-79.71651254,34.59992351,2022
5614,1580,10,1580,360,,Marlboro,-79.72396434,34.59815264,2022
5615,680,4,680,360,,Marlboro,-79.71649523,34.59620608,2022
5616,1350,7,1350,360,,Marlboro,-79.73810086,34.68119056,2022
5617,1170,7,1170,360,,Marlboro,-79.74185849,34.6877711,2022
5618,670,3,670,360,,Marlboro,-79.74358878,34.70687659,2022
5268,425,2,425,360,,Orangeburg,-81.1733013,33.48589782,2022
397,390,2,450,360,,Orangeburg,-80.9683428,33.5633964,2022
2630,1058,6,1109,180,,Orangeburg,-81.07588581,33.68538176,2022
2631,860,5,900,360,,Orangeburg,-81.12068688,33.66077659,2022
2632,780,4,842,360,,Orangeburg,-81.03931613,33.65405371,2022
2633,700,4,700,360,,Orangeburg,-81.03866633,33.65172053,2022
2634,886,5,936,360,,Orangeburg,-81.03325016,33.65356544,2022
2635,1056,6,1094,360,,Orangeburg,-81.0298712,33.64870894,2022
2636,780,4,820,360,,Orangeburg,-81.05116708,33.64755398,2022
2637,938,6,987,360,,Orangeburg,-81.0552696,33.64524109,2022
2638,1092,7,1092,360,,Orangeburg,-81.05036975,33.64021159,2022
2639,595,4,652,360,,Orangeburg,-81.11598549,33.64629082,2022
2640,360,2,396,360,,Orangeburg,-81.11429952,33.65091355,2022
2641,695,4,695,360,,Orangeburg,-81.11057283,33.65078782,2022
2642,683,4,683,360,,Orangeburg,-81.14450643,33.6371996,2022
2643,1173,7,1220,180,,Orangeburg,-81.13832104,33.63825234,2022
2644,933,6,975,330,,Orangeburg,-81.08631598,33.62956679,2022
2645,1155,7,1195,360,,Orangeburg,-81.09714129,33.63081265,2022
2646,1180,8,1202,360,,Orangeburg,-81.13343174,33.62694926,2022
2647,818,5,850,360,,Orangeburg,-81.04311193,33.62847019,2022
2648,1030,6,1072,360,,Orangeburg,-81.04426752,33.62280795,2022
2649,745,5,773,360,,Orangeburg,-81.22272363,33.62079859,2022
2650,667,4,720,330,,Orangeburg,-81.05849638,33.60067019,2022
2651,573,3,625,360,,Orangeburg,-81.11225063,33.60314517,2022
2652,548,3,610,360,,Orangeburg,-81.165471,33.60407839,2022
2653,785,5,850,180,,Orangeburg,-81.17569217,33.60350793,2022
2654,704,4,717,360,,Orangeburg,-81.20750778,33.59257187,2022
2655,1080,6,1133,180,,Orangeburg,-81.23889487,33.58944995,2022
2656,537,3,598,360,,Orangeburg,-81.21450103,33.58800745,2022
2657,798,4,880,180,,Orangeburg,-81.20913052,33.58837905,2022
2658,706,5,747,360,,Orangeburg,-81.26649907,33.57866427,2022
2659,431,3,460,360,,Orangeburg,-81.26013103,33.57745863,2022
2660,930,5,930,360,,Orangeburg,-81.21825231,33.58409824,2022
2661,803,5,846,360,,Orangeburg,-81.2669311,33.57169061,2022
2662,725,5,760,360,,Orangeburg,-81.26343974,33.57522872,2022
2663,505,3,552,360,,Orangeburg,-81.20921482,33.57697871,2022
2664,718,4,718,360,,Orangeburg,-80.96523079,33.57064583,2022
2665,368,2,412,360,,Orangeburg,-80.930398,33.57293438,2022
2666,383,2,444,360,,Orangeburg,-80.93310257,33.57073948,2022
2667,533,3,533,360,,Orangeburg,-80.76117607,33.56566466,2022
2668,835,5,876,360,,Orangeburg,-80.76506433,33.56170761,2022
2669,872,5,930,360,,Orangeburg,-80.75800083,33.56164322,2022
2670,392,2,442,360,,Orangeburg,-80.93649207,33.56932301,2022
2671,895,5,920,360,,Orangeburg,-80.93919664,33.55279481,2022
2672,1560,10,1615,300,,Orangeburg,-80.9656031,33.5505994,2022
2673,1760,11,1760,360,,Orangeburg,-80.96234005,33.54644845,2022
2674,1152,7,1186,360,,Orangeburg,-81.10607227,33.54482812,2022
2674,898,5,981,360,,Orangeburg,-81.11586819,33.39711201,2022
2675,830,5,860,360,,Orangeburg,-81.09763189,33.54438461,2022
2675,1007,6,1050,180,,Orangeburg,-81.06815763,33.40222559,2022
2676,1487,10,1537,180,,Orangeburg,-81.05080943,33.54114824,2022
2676,1125,6,1218,270,,Orangeburg,-81.06048783,33.40353185,2022
2677,837,5,837,360,,Orangeburg,-80.9616323,33.54136781,2022
2677,1010,5,1072,180,,Orangeburg,-81.05751888,33.39931156,2022
2678,658,5,690,180,,Orangeburg,-80.94983053,33.5466724,2022
2678,485,3,545,360,,Orangeburg,-81.00672903,33.40160874,2022
2679,785,4,849,360,,Orangeburg,-80.95173251,33.5438401,2022
2679,445,3,495,360,,Orangeburg,-80.98962411,33.40180412,2022
2680,497,3,530,360,,Orangeburg,-80.95063663,33.54044782,2022
2680,480,3,532,360,,Orangeburg,-80.98281691,33.40461201,2022
2681,548,3,564,360,,Orangeburg,-80.94554448,33.55010835,2022
2681,1085,6,1085,180,,Orangeburg,-80.98056345,33.40188228,2022
2682,720,4,720,360,,Orangeburg,-80.75260398,33.53515163,2022
2682,1002,6,1015,360,,Orangeburg,-80.25345051,33.39440437,2022
2683,890,5,890,180,,Orangeburg,-80.75979042,33.53482665,2022
2683,910,5,967,180,,Orangeburg,-80.41519833,33.38711845,2022
2684,630,4,630,360,,Orangeburg,-80.94462774,33.53947951,2022
2684,360,2,450,360,,Orangeburg,-80.42048093,33.38583428,2022
2685,795,4,880,180,,Orangeburg,-81.04441856,33.53779537,2022
2685,1032,6,1100,200,,Orangeburg,-80.4782418,33.38917867,2022
2686,1240,7,1336,180,,Orangeburg,-81.17862945,33.5321367,2022
2686,1227,7,1280,360,,Orangeburg,-80.47940531,33.39188647,2022
2687,778,4,796,200,,Orangeburg,-81.21163225,33.53804789,2022
2687,897,5,967,360,,Orangeburg,-80.57120551,33.39631089,2022
2688,1238,7,1238,360,,Orangeburg,-81.21042573,33.53312924,2022
2688,700,4,700,360,,Orangeburg,-81.12688366,33.39710493,2022
2689,780,4,800,360,,Orangeburg,-81.25800162,33.52629099,2022
2689,1247,7,1247,360,,Orangeburg,-81.05994998,33.39520989,2022
2690,1425,8,1450,360,,Orangeburg,-81.2488131,33.52924244,2022
2690,352,2,418,360,,Orangeburg,-81.04993685,33.39433709,2022
2691,700,4,723,360,,Orangeburg,-81.24628941,33.52963772,2022
2691,637,4,738,360,,Orangeburg,-81.04263767,33.39776612,2022
2692,1122,7,1122,360,,Orangeburg,-81.21801258,33.52999786,2022
2692,705,4,748,360,,Orangeburg,-81.01114925,33.39794937,2022
2693,668,4,668,180,,Orangeburg,-81.22021488,33.52629099,2022
2693,710,4,750,360,,Orangeburg,-81.00473177,33.39754871,2022
2694,1575,9,1575,180,,Orangeburg,-81.19099233,33.52838601,2022
2694,623,4,653,360,,Orangeburg,-80.98691537,33.39494588,2022
2695,895,5,922,360,,Orangeburg,-81.1861399,33.52938738,2022
2695,600,4,638,360,,Orangeburg,-80.68032365,33.39370656,2022
2696,525,3,575,360,,Orangeburg,-80.72068652,33.52944008,2022
2696,495,3,617,360,,Orangeburg,-80.61717319,33.39069153,2022
2697,790,5,790,360,,Orangeburg,-80.73801773,33.52545209,2022
2697,1192,7,1211,360,,Orangeburg,-80.61277335,33.39159439,2022
2698,670,4,670,360,,Orangeburg,-80.74250135,33.5236996,2022
2698,1235,7,1255,360,,Orangeburg,-80.57499022,33.3935409,2022
2699,520,3,550,320,,Orangeburg,-81.21130033,33.52436503,2022
2699,703,4,743,200,,Orangeburg,-80.51840481,33.39746485,2022
2700,1165,7,1218,360,,Orangeburg,-81.20986199,33.5188109,2022
2700,802,5,853,330,,Orangeburg,-80.41443052,33.39387015,2022
2701,678,4,678,360,,Orangeburg,-81.21511483,33.52270695,2022
2701,1120,7,1170,180,,Orangeburg,-80.25563919,33.39043061,2022
2702,592,3,620,360,,Orangeburg,-81.23255932,33.51569656,2022
2702,1158,7,1158,180,,Orangeburg,-80.5037618,33.38848403,2022
2703,586,3,655,360,,Orangeburg,-81.2501645,33.51825524,2022
2703,1757,11,1843,360,,Orangeburg,-80.50929261,33.38734505,2022
2704,550,4,550,90,,Orangeburg,-81.24753018,33.52508096,2022
2704,720,4,780,360,,Orangeburg,-80.51295336,33.38571319,2022
2705,730,4,755,200,,Orangeburg,-81.25874186,33.52008251,2022
2705,530,3,530,360,,Orangeburg,-80.51465973,33.38852338,2022
2706,1105,6,1205,180,,Orangeburg,-81.27983226,33.51877356,2022
2706,717,4,717,180,,Orangeburg,-80.57077638,33.38427803,2022
2707,784,4,798,180,,Orangeburg,-81.28006408,33.51872524,2022
2707,711,4,711,180,,Orangeburg,-80.57917925,33.3894801,2022
2708,572,4,620,360,,Orangeburg,-81.28565938,33.51764907,2022
2708,1145,7,1180,360,,Orangeburg,-80.57799868,33.38536734,2022
2709,898,5,937,360,,Orangeburg,-81.30912594,33.52226552,2022
2709,942,6,962,360,,Orangeburg,-80.67820475,33.38449341,2022
2710,915,5,930,360,,Orangeburg,-81.31391514,33.51941925,2022
2710,782,5,800,220,,Orangeburg,-80.81714798,33.38568074,2022
2711,1065,6,1065,360,,Orangeburg,-81.33311409,33.51317734,2022
2711,1950,10,2006,180,,Orangeburg,-80.98474231,33.38030447,2022
2712,1150,7,1150,360,,Orangeburg,-81.29615453,33.51633569,2022
2712,597,4,597,360,,Orangeburg,-80.82795497,33.38029619,2022
2713,1002,6,1002,270,,Orangeburg,-81.2605174,33.51650261,2022
2713,823,4,848,180,,Orangeburg,-80.81752166,33.37986265,2022
2714,395,2,440,360,,Orangeburg,-81.13164101,33.51522874,2022
2714,1170,7,1170,360,,Orangeburg,-80.81321606,33.38007804,2022
2715,857,6,895,180,,Orangeburg,-81.13105619,33.51373083,2022
2715,833,5,850,360,,Orangeburg,-80.67087332,33.37801801,2022
2716,582,3,582,360,,Orangeburg,-81.12590873,33.5146533,2022
2716,1155,7,1200,360,,Orangeburg,-80.65974225,33.37589165,2022
2716,815,4,870,360,,Orangeburg,-80.65305788,33.37772959,2022
2717,572,3,618,360,,Orangeburg,-81.12596668,33.51108635,2022
2717,610,4,645,360,,Orangeburg,-80.49657772,33.38067511,2022
2718,995,6,1083,360,,Orangeburg,-80.70897431,33.51503546,2022
2718,890,5,890,220,,Orangeburg,-80.38025082,33.3818533,2022
2719,1080,6,1080,180,,Orangeburg,-80.70286268,33.5158525,2022
2719,890,5,890,360,,Orangeburg,-80.34449501,33.3753731,2022
2720,803,5,803,360,,Orangeburg,-80.70458026,33.50957518,2022
2720,1588,11,1625,180,,Orangeburg,-80.33889825,33.37570203,2022
2721,736,6,736,360,,Orangeburg,-80.70319988,33.50546327,2022
2721,1053,6,1088,300,,Orangeburg,-80.33149664,33.36567153,2022
2722,312,2,312,360,,Orangeburg,-80.71524401,33.50720734,2022
2722,1216,6,1270,360,,Orangeburg,-80.3402945,33.37107479,2022
2723,475,3,518,360,,Orangeburg,-80.71747791,33.50568732,2022
2723,878,5,895,360,,Orangeburg,-80.66424847,33.36781471,2022
2724,466,3,528,360,,Orangeburg,-80.72050738,33.50387732,2022
2724,545,3,595,360,,Orangeburg,-80.97129163,33.35704674,2022
2725,597,4,597,180,,Orangeburg,-80.71633988,33.50446162,2022
2725,715,4,780,360,,Orangeburg,-80.96438386,33.35467496,2022
2726,704,4,741,180,,Orangeburg,-80.74405824,33.50618375,2022
2726,770,4,810,360,,Orangeburg,-80.71539833,33.36061657,2022
2727,1350,7,1382,180,,Orangeburg,-80.74604452,33.50534026,2022
2727,956,5,980,270,,Orangeburg,-80.71017781,33.36629019,2022
2728,1393,8,1460,180,,Orangeburg,-81.09606535,33.50706676,2022
2728,697,4,727,180,,Orangeburg,-80.65636538,33.3667203,2022
2729,580,3,620,360,,Orangeburg,-81.12584023,33.50628479,2022
2729,586,3,628,360,,Orangeburg,-80.70831418,33.35528141,2022
2730,511,3,541,360,,Orangeburg,-81.12929998,33.50783116,2022
2730,1025,5,1068,290,,Orangeburg,-80.68781629,33.35764981,2022
2731,532,3,565,360,,Orangeburg,-81.21603245,33.50982558,2022
2731,627,4,650,180,,Orangeburg,-80.65743279,33.35512347,2022
2732,625,4,650,300,,Orangeburg,-81.21538968,33.50627893,2022
2732,866,5,866,180,,Orangeburg,-80.6543338,33.3563478,2022
2733,575,3,662,360,,Orangeburg,-81.25652201,33.50760711,2022
2733,745,4,745,360,,Orangeburg,-80.61146133,33.36009528,2022
2734,1768,10,1792,360,,Orangeburg,-81.2540914,33.50295912,2022
2734,633,4,697,360,,Orangeburg,-80.39790629,33.358321,2022
2735,930,5,996,180,,Orangeburg,-81.28103878,33.51013162,2022
2735,575,3,637,360,,Orangeburg,-80.32609379,33.34847323,2022
2736,1070,6,1070,360,,Orangeburg,-81.27069467,33.49599986,2022
2736,585,3,622,180,,Orangeburg,-80.38301402,33.34801951,2022
2737,1029,6,1056,360,,Orangeburg,-81.13156374,33.50268674,2022
2737,690,4,727,180,,Orangeburg,-80.44157862,33.3516275,2022
2738,548,3,620,360,,Orangeburg,-81.12591926,33.50092061,2022
2738,625,4,693,360,,Orangeburg,-80.44619176,33.35291714,2022
2739,795,5,870,180,,Orangeburg,-81.12478826,33.49809707,2022
2739,600,3,697,360,,Orangeburg,-80.4483458,33.34937136,2022
2740,835,5,865,180,,Orangeburg,-81.09164144,33.50057206,2022
2740,775,4,822,360,,Orangeburg,-80.60635525,33.35226921,2022
2741,1160,7,1207,170,,Orangeburg,-81.07412846,33.50168213,2022
2741,408,2,428,180,,Orangeburg,-80.71090246,33.35321391,2022
2742,1518,9,1518,360,,Orangeburg,-80.77812882,33.49946199,2022
2742,532,3,616,180,,Orangeburg,-80.99885559,33.3509951,2022
2743,1305,7,1363,180,,Orangeburg,-80.84819927,33.34285898,2022
2744,938,5,998,360,,Orangeburg,-80.76290946,33.50128965,2022
2744,1013,5,1030,360,,Orangeburg,-80.84023044,33.34208822,2022
2745,868,5,923,360,,Orangeburg,-80.70005449,33.50097919,2022
2745,1205,6,1223,270,,Orangeburg,-80.60993416,33.3404814,2022
2746,1010,6,1065,360,,Orangeburg,-80.68784528,33.4946671,2022
2746,510,3,560,360,,Orangeburg,-80.46664398,33.33870672,2022
2747,875,5,898,360,,Orangeburg,-80.69277674,33.49363311,2022
2747,770,4,840,190,,Orangeburg,-80.46386493,33.3419235,2022
2748,535,3,600,360,,Orangeburg,-80.69613111,33.49079469,2022
2748,588,3,620,360,,Orangeburg,-80.33824235,33.34127083,2022
2749,715,4,715,180,,Orangeburg,-80.72847007,33.49039044,2022
2749,336,2,360,360,,Orangeburg,-80.33270658,33.34396228,2022
2750,565,4,620,360,,Orangeburg,-80.72935169,33.48875295,2022
2750,960,6,980,180,,Orangeburg,-80.32805996,33.34281547,2022
2751,342,2,390,360,,Orangeburg,-80.73680155,33.49328454,2022
2751,840,5,875,200,,Orangeburg,-80.32480099,33.34293047,2022
2752,1370,7,1370,90,,Orangeburg,-80.74346112,33.49198396,2022
2752,1090,6,1090,180,,Orangeburg,-80.3197377,33.34108746,2022
2753,650,4,700,270,,Orangeburg,-80.32095051,33.33231322,2022
2754,1445,8,1505,360,,Orangeburg,-80.75111823,33.488917,2022
2754,585,3,615,360,,Orangeburg,-80.32794091,33.334834,2022
2755,698,4,735,360,,Orangeburg,-80.7573001,33.49063357,2022
2755,1265,8,1328,360,,Orangeburg,-80.60933891,33.33435223,2022
2756,1205,7,1216,360,,Orangeburg,-81.02784866,33.49095287,2022
2756,553,3,630,360,,Orangeburg,-80.63112857,33.33493968,2022
2757,698,4,740,360,,Orangeburg,-81.02372155,33.48945307,2022
2757,560,3,560,270,,Orangeburg,-80.66124049,33.33564834,2022
2758,396,2,445,360,,Orangeburg,-81.08761971,33.48965812,2022
2758,1008,6,1046,360,,Orangeburg,-80.65946592,33.33245931,2022
2759,531,3,582,180,,Orangeburg,-81.09085817,33.49242335,2022
2759,668,4,712,180,,Orangeburg,-80.67151962,33.3352132,2022
2760,615,3,695,270,,Orangeburg,-81.09202079,33.49192245,2022
2760,390,2,450,180,,Orangeburg,-80.67451072,33.33038917,2022
2761,581,3,655,360,,Orangeburg,-81.09817457,33.49437712,2022
2761,620,4,648,360,,Orangeburg,-80.72113322,33.33438331,2022
2762,1052,6,1092,360,,Orangeburg,-81.13055918,33.48926266,2022
2762,593,4,606,360,,Orangeburg,-80.65826427,33.32822884,2022
2763,718,4,745,270,,Orangeburg,-81.15736606,33.49279243,2022
2763,1311,8,1311,300,,Orangeburg,-80.58441306,33.3249898,2022
2764,893,5,960,180,,Orangeburg,-81.28335698,33.48496522,2022
2764,1939,13,1972,360,,Orangeburg,-80.38965658,33.32907122,2022
2765,1050,6,1095,180,,Orangeburg,-81.28083154,33.49218608,2022
2765,516,3,598,180,,Orangeburg,-80.32789999,33.32452041,2022
2766,498,3,558,180,,Orangeburg,-81.29103516,33.48200347,2022
2766,547,3,547,360,,Orangeburg,-80.32235677,33.31816939,2022
2767,880,5,940,360,,Orangeburg,-81.26215946,33.48738201,2022
2767,710,5,752,180,,Orangeburg,-80.41429597,33.31062404,2022
2768,1238,8,1238,360,,Orangeburg,-81.260052,33.48704806,2022
2768,630,4,630,360,,Orangeburg,-80.67762459,33.31952481,2022
2769,630,4,670,360,,Orangeburg,-81.2617204,33.48251615,2022
2769,590,3,636,200,,Orangeburg,-80.68519163,33.31885332,2022
2770,867,5,930,360,,Orangeburg,-81.25650093,33.48504725,2022
2770,550,4,568,180,,Orangeburg,-80.69640455,33.3198792,2022
2771,896,5,945,360,,Orangeburg,-81.25452694,33.4810455,2022
2771,1484,8,1500,180,,Orangeburg,-80.69628922,33.31469991,2022
2772,1010,5,1045,180,,Orangeburg,-81.16859062,33.48370359,2022
2772,875,5,900,360,,Orangeburg,-80.67653083,33.30743409,2022
2773,825,4,825,180,,Orangeburg,-81.16372005,33.48137947,2022
2773,885,5,885,360,,Orangeburg,-80.67216322,33.30727241,2022
2774,610,3,645,300,,Orangeburg,-81.13738618,33.48363328,2022
2774,967,6,1014,360,,Orangeburg,-80.73441461,33.30111292,2022
2775,582,3,620,235,,Orangeburg,-81.1314572,33.48182477,2022
2775,1125,6,1188,360,,Orangeburg,-80.71651636,33.29584544,2022
2776,778,4,820,360,,Orangeburg,-81.1312043,33.48436566,2022
2776,968,5,1046,360,,Orangeburg,-80.68442277,33.29716079,2022
2777,868,6,868,360,,Orangeburg,-81.13642377,33.48055528,2022
2777,835,5,870,360,,Orangeburg,-80.68870357,33.24807851,2022
2778,415,3,415,360,,Orangeburg,-81.12391952,33.48302003,2022
2778,1072,6,1098,220,,Orangeburg,-80.68103484,33.24907412,2022
2779,645,4,720,300,,Orangeburg,-81.10487277,33.48400045,2022
2779,520,3,545,360,,Orangeburg,-80.69834653,33.23693733,2022
2780,942,5,942,180,,Orangeburg,-81.09862064,33.48592609,2022
2781,548,4,548,180,,Orangeburg,-81.0296037,33.48776966,2022
2783,1465,7,1542,220,,Orangeburg,-81.02277788,33.48516052,2022
2784,1230,7,1265,360,,Orangeburg,-80.75139805,33.48348485,2022
2785,723,4,777,180,,Orangeburg,-80.74155153,33.48610576,2022
2786,888,5,888,360,,Orangeburg,-80.74210415,33.48355125,2022
2787,968,5,968,300,,Orangeburg,-80.73393658,33.48401216,2022
2788,566,3,666,360,,Orangeburg,-80.59089397,33.55654957,2022
2789,538,3,602,360,,Orangeburg,-80.58610477,33.55800723,2022
2790,582,3,650,270,,Orangeburg,-80.5788516,33.55911802,2022
2791,535,3,587,200,,Orangeburg,-80.56909407,33.55733255,2022
2792,530,3,557,350,,Orangeburg,-80.56451035,33.5582048,2022
2793,930,5,952,360,,Orangeburg,-80.58701449,33.55063233,2022
2794,1432,9,1514,360,,Orangeburg,-80.59888651,33.54849541,2022
2795,294,2,381,180,,Orangeburg,-80.60508947,33.54787774,2022
2796,730,4,730,360,,Orangeburg,-80.60616778,33.55091042,2022
2797,1114,6,1146,360,,Orangeburg,-80.590973,33.54445853,2022
2798,1247,7,1293,180,,Orangeburg,-80.58306301,33.54171253,2022
2799,965,5,965,360,,Orangeburg,-80.57991587,33.54766697,2022
2800,475,3,475,360,,Orangeburg,-80.57551479,33.54705222,2022
